n,sessions,vlink_number,vlink_rate,throughput,vlink_throughput,generation_latency_max,generation_latency_min,generation_latency_agg,generation_latency_avg,vlink_generation_latency_max,vlink_generation_latency_min,vlink_generation_latency_agg,vlink_generation_latency_avg,fidelity_avg,fidelity_loss_avg,vlink_fidelity_avg,vlink_fidelity_loss_avg,swaps,c_message_count,q_message_count,vlink_swaps,vlink_c_message_count,vlink_q_message_count
20,2,1,50,94.57874876471288,94.42487159805043,0.014375853999999855,0.003720510999997373,4.652207876999986,0.010573199720454514,0.014484568000000309,0.0036812990000001378,4.236172029999972,0.01059043007499993,0.957392560427383,0.07806423456798339,0.957374609018804,0.07105723980010992,2.0,3080,1320,2.0,2800,1000
