n,n_sessions,vlink_send_rates,vlink_throughput,vlink_generation_latency_max,vlink_generation_latency_min,vlink_generation_latency_agg,vlink_generation_latency_avg,vlink_fidelity_avg,vlink_fidelity_loss_avg,vlink_swaps,vlink_c_message_count,vlink_q_message_count
10,10,40,0.2944138284533558,6.754916112,0.029625293,16283.202542436004,3.3965795874918654,0.33870042180544113,0.6612995781945589,0.22208333333333333,7197,1999
10,10,40,0.23000366065234124,8.655370954999999,0.030284761,24317.004277831995,4.347756888580725,0.3190714613053506,0.6809285386946494,0.16316326530612246,7596,2199
10,10,40,0.19758366464801866,10.080085160000001,0.029769451,32350.852543335994,5.061147143826031,0.3092366886728229,0.6907633113271772,0.124921875,7997,2399
10,10,40,0.1780628369892078,11.179706138,0.030124319,40384.61995545898,5.615994987548182,0.30331551240057164,0.6966844875994284,0.09870370370370371,8396,2599
10,10,40,0.1650188413898715,12.079168084,0.030153343,48418.71347965002,6.059914077553194,0.29937999276850125,0.7006200072314988,0.07995,8797,2799
10,10,50,111.07392658416852,0.03062612,0.008442266999999504,1.8006025910000216,0.009003012955000108,0.8672122092000437,0.13278779079995628,2.0,1401,400
10,10,50,110.24022758318894,0.049843651,0.008162832000000009,7.256879068,0.009071098835,0.8608796167440369,0.1391203832559631,1.0,2802,800
10,10,50,109.12872848511246,0.070503924,0.008160196000000397,16.49428179899997,0.009163489888333317,0.8564910565618093,0.14350894343819065,0.6666666666666666,4205,1200
10,10,50,106.1359072454794,0.090418388,0.008335956999999894,30.150022580000098,0.00942188205625003,0.8502318004311117,0.14976819956888832,0.5,5614,1600
10,10,50,14.311226237063392,0.11093148499999828,0.028904920000000445,349.02669535499945,0.06987521428528518,0.83972477739049,0.16027522260951,0.3996,7994,1999
10,10,50,0.5764208338594631,3.4298994890000003,0.030563093,10398.652595303996,1.734843609493493,0.420764230967765,0.579235769032235,0.2775,8394,2199
10,10,50,0.3419824835672475,5.7900446200000015,0.029926077,20448.415740640987,2.924126375038036,0.35298734384525327,0.6470126561547467,0.20387755102040817,8794,2399
10,10,50,0.26204600506420145,7.589744877999999,0.029505719,30498.461512672,3.8161238128968966,0.32870421515919196,0.6712957848408081,0.15609375,9194,2599
10,10,50,0.22173361639309333,8.989382291999998,0.029779003,40548.65539224596,4.50991607076476,0.3164410363261331,0.6835589636738669,0.12333333333333334,9594,2799
10,10,50,0.19743904062143489,10.090052014,0.029895518,50597.895778649974,5.064854432297294,0.3090739750083091,0.6909260249916909,0.0999,9994,2999
10,10,60,110.99870623626447,0.030256491,0.00837590499999985,1.8018228030000034,0.009009114015000017,0.8688337095989499,0.1311662904010501,2.0,1401,400
10,10,60,110.54889404394926,0.046630909,0.008214830000000006,7.236616945999986,0.009045771182499981,0.8637397162986751,0.13626028370132492,1.0,2802,800
10,10,60,109.71805961428161,0.063100025,0.008365440999999807,16.40568568500003,0.009114269825000017,0.8586990600610983,0.1413009399389017,0.6666666666666666,4204,1200
10,10,60,108.34472392226452,0.080150215,0.008396490999999173,29.535356076000017,0.009229798773750006,0.8537536167080451,0.14624638329195494,0.5,5608,1600
10,10,60,104.35947358791034,0.097291491,0.008290821000000115,47.91131871500003,0.009582263743000006,0.8489800591635016,0.1510199408364984,0.4,7020,2000
10,10,60,13.970302081674724,0.1142740670000002,0.02912315800000087,514.9494948599996,0.07158041351959961,0.8386914882572496,0.1613085117427504,0.33305555555555555,9594,2399
10,10,60,0.667133299396724,2.9629074379999985,0.030038447,12580.694154510995,1.4989508107364464,0.4443556166195427,0.5556443833804573,0.2446938775510204,9994,2599
10,10,60,0.38917939332392254,5.097143079,0.030333728,24646.731467656016,2.5695091188131793,0.3670658745723305,0.6329341254276695,0.18734375,10394,2799
10,10,60,0.29393273689174126,6.76298645,0.029851795,36712.48093734604,3.402138906250212,0.33828635517856026,0.6617136448214398,0.14802469135802468,10794,2999
10,10,60,0.24580603707153914,8.09601178,0.030133219,48778.29748546999,4.068248330731442,0.32365989224100544,0.6763401077589946,0.1199,11194,3199
10,10,70,110.5961047430353,0.030660968,0.008444736000000175,1.8083819540000103,0.009041909770000052,0.8717309558674852,0.12826904413251483,2.0,1401,400
10,10,70,110.42578625901875,0.044038316,0.008016995999999998,7.244684661999969,0.00905585582749996,0.8673535136235541,0.13264648637644594,1.0,2802,800
10,10,70,110.11387437145947,0.058978829,0.00816394900000006,16.34671389300006,0.009081507718333368,0.8629891146305237,0.13701088536947625,0.6666666666666666,4203,1200
10,10,70,109.2288583220967,0.073684025,0.008115333999999974,29.29628716399985,0.009155089738749954,0.8587029885863047,0.14129701141369533,0.5,5606,1600
10,10,70,107.5303352132378,0.087195165,0.008196873000001048,46.498506585000044,0.009299701317000008,0.8544701065136989,0.14552989348630108,0.4,7011,2000
10,10,70,102.80101075314172,0.101469226,0.008254261999999901,70.038221874,0.009727530815833333,0.8503923855517229,0.14960761444827708,0.3333333333333333,8427,2400
10,10,70,13.741494714047487,0.11671465100000056,0.028972633000000414,712.1496026189996,0.07277228720815446,0.8379839753430529,0.1620160246569471,0.2854081632653061,11192,2799
10,10,70,0.7570239604886404,2.600869593999999,0.029326789,14773.640708519983,1.3209621520493546,0.466148403518932,0.533851596481068,0.21859375,11593,2999
10,10,70,0.4363366735706018,4.544464348,0.030162356,28835.531739837035,2.2918082768905608,0.38094357356193936,0.6190564264380607,0.17271604938271604,11993,3199
10,10,70,0.32589488274038336,6.0872339329999985,0.029957129,42897.267617229954,3.0684740784856905,0.3479245725622087,0.6520754274377913,0.1399,12393,3399
10,10,80,111.29220708889517,0.029692968,0.008179270999999488,1.7970710190000014,0.008985355095000007,0.8678856166433436,0.13211438335665637,2.0,1401,400
10,10,80,110.71622107238366,0.042528639,0.008156343999999649,7.225680141999958,0.009032100177499948,0.8701323612974136,0.12986763870258644,1.0,2802,800
10,10,80,110.09256487441131,0.055206829,0.00834169100000004,16.34987795999993,0.009083265533333294,0.8662706775196815,0.13372932248031855,0.6666666666666666,4203,1200
10,10,80,109.5571159271917,0.067178968,0.008204741000000126,29.208508940000044,0.009127659043750014,0.8624632355580647,0.1375367644419353,0.5,5605,1600
10,10,80,108.5810362037169,0.079925649,0.008270007000000135,46.04855668000009,0.009209711336000018,0.8586927019355906,0.14130729806440945,0.4,7008,2000
10,10,80,106.60812993353677,0.092428873,0.008327085999999984,67.53706311599998,0.009380147654999997,0.8550157112807506,0.1449842887192494,0.3333333333333333,8415,2400
10,10,80,101.27897793872643,0.105080312,0.008191532999999751,96.76242986899986,0.009873717333571414,0.8514448659314438,0.14855513406855625,0.2857142857142857,9835,2800
10,10,80,13.575118749556081,0.11852803399999878,0.028950797999999445,941.7228855119995,0.07366418065644552,0.8374618821432765,0.16253811785672345,0.249765625,12790,3198
10,10,80,0.8450366328122878,2.3301321749999993,0.030521626,17019.38051151298,1.1833806502234028,0.48593222186935114,0.5140677781306489,0.19734567901234568,13190,3398
10,10,80,0.4828203806118609,4.092297025000001,0.029281393,33097.19440540004,2.071163604843557,0.3943677391996098,0.6056322608003901,0.15985,13590,3598
10,10,90,110.84910305974458,0.03043363,0.008358218000001472,1.8042545629999873,0.009021272814999936,0.8572049378751604,0.1427950621248396,2.0,1401,400
10,10,90,110.63177714830206,0.041022579,0.008227893000000819,7.231195418000009,0.009038994272500012,0.8668327824495389,0.13316721755046113,1.0,2802,800
10,10,90,110.41221983444802,0.05273623,0.00831916899999996,16.30254334800005,0.009056968526666695,0.8688291233431902,0.13117087665680982,0.6666666666666666,4203,1200
10,10,90,110.1049897899796,0.06373819,0.00811463400000001,29.063169671999958,0.009082240522499986,0.8654343657808706,0.13456563421912937,0.5,5604,1600
10,10,90,109.15480444339626,0.074686809,0.008289965999999982,45.806504125000004,0.009161300825000001,0.8620599413919972,0.13794005860800285,0.4,7007,2000
10,10,90,108.07071310025341,0.085004403,0.008356359000000424,66.6230451659999,0.009253200717499986,0.8587212074824562,0.14127879251754383,0.3333333333333333,8411,2400
10,10,90,105.93137225818305,0.096623098,0.008327375000000359,92.51272584400004,0.00944007406571429,0.8554433582314603,0.14455664176853966,0.2857142857142857,9819,2800
10,10,90,99.87890908910785,0.108083251,0.008277081999999325,128.15518428000016,0.010012123771875013,0.8522726054711608,0.1477273945288392,0.25,11244,3200
10,10,90,13.448059747044528,0.11981927700000039,0.029096922999999997,1203.2962601579986,0.07436016933370403,0.8370555889110466,0.1629444110889534,0.22197530864197532,14388,3598
10,10,90,0.9317393754037326,2.108058034999999,0.029648028,19297.241776659997,1.0732615003704113,0.5040055495158566,0.49599445048414337,0.1798,14788,3798
10,10,100,110.6587579656473,0.03032965,0.008417136999999908,1.8073580769999935,0.009036790384999967,0.8462790293222393,0.1537209706777607,2.0,1401,400
10,10,100,110.50591802260722,0.040354249,0.00825402199999914,7.239431283999981,0.009049289104999976,0.8579064340476357,0.14209356595236433,1.0,2802,800
10,10,100,110.34732714849419,0.049921364,0.008371710000000476,16.312130493000012,0.00906229471833334,0.8638846417725613,0.1361153582274387,0.6666666666666666,4203,1200
10,10,100,110.04248470592854,0.059771331,0.008369014999999536,29.079677804000003,0.009087399313750001,0.8635104128761296,0.13648958712387038,0.5,5604,1600
10,10,100,109.63213548793962,0.06982258,0.008280015999999613,45.607065645000034,0.009121413129000007,0.860130794290916,0.139869205709084,0.4,7007,2000
10,10,100,108.74288877476022,0.079683472,0.008234909000000457,66.21122614199999,0.009196003630833331,0.8574222517459467,0.14257774825405334,0.3333333333333333,8410,2400
10,10,100,107.53339726147188,0.089097495,0.008212415999999223,91.13447774900013,0.009299436505000013,0.8548176925115559,0.14518230748844407,0.2857142857142857,9816,2800
10,10,100,105.14466811316368,0.099693653,0.008154621999999279,121.73703364800002,0.009510705753750001,0.8522977729167251,0.14770222708327485,0.25,11227,3200
10,10,100,98.39486519127922,0.110273576,0.008201754999999977,164.6427378959996,0.010163131968888864,0.8492438781156325,0.1507561218843675,0.2222222222222222,12663,3600
10,10,100,13.350123475823235,0.12097907900000004,0.029152408999999935,1496.615371099999,0.07490567422922918,0.8367378212181543,0.16326217878184568,0.1998,15988,3998
